question stem,option A,option B,option C,option D,option A feedback,option B feedback,option C feedback,option D feedback,correct answer,data content ID,question nickname
"Which equation represents an equation of a line parallel to the line \( y = \frac{1}{2} x - 3 \) that contains the point \( (6, 4) \)?",\( y = \frac{1}{2}x + 1 \),\( y = \frac{1}{2}x + 4 \),\( y = \frac{1}{2}x - 7 \),\( y = \frac{1}{2}x - 2 \),"That's correct! Check yourself:The slope of the parallel line is the same as the original line, \( \frac{1}{2} \).Substitute \( \frac{1}{2} \) for \( m \), \( 6 \) for \( x_1 \), and \( 4 \) for \( y_1 \) in the point-slope form: \( y - y_1 = m(x - x_1) \).Simplify the equation \( y - 4 = \frac{1}{2}(x - 6) \) to get \( y - 4 =  \frac{1}{2}x - 3 \).","Incorrect. Let's try again a different way:The slope of the parallel line is the same as the original line, \( \frac{1}{2} \). The point on the line is \( (6, 4) \). The first coordinate, \( 6 \), is the \( x \)-coordinate. The second coordinate, \( 4 \), is the \( y \)-coordinate.Substitute \( \frac{1}{2} \) for \( m \), \( 6 \) for \( x_1 \), and \( 4 \) for \( y_1 \) in the point-slope form: \( y - y_1 = m(x - x_1) \).Simplify the equation \( y - 4 = \frac{1}{2}(x - 6) \) to get \( y - 4 =  \frac{1}{2}x - 3 \). The answer is \( y =  \frac{1}{2}x + 1 \).","Incorrect. Let's try again a different way:The slope of the parallel line is the same as the original line, \( \frac{1}{2} \).Substitute \( \frac{1}{2} \) for \( m \), \( 6 \) for \( x_1 \), and \( 4 \) for \( y_1 \) in the point-slope form: \( y - y_1 = m(x - x_1) \).Simplify the equation \( y - 4 = \frac{1}{2}(x - 6) \) to get \( y - 4 = \frac{1}{2}x - 3 \).Be sure to add \( 4 \) to both sides of the equation to solve for \( y \). The answer is \( y = \frac{1}{2}x + 1 \).","Incorrect. Let's try again a different way:The slope of the parallel line is the same as the original line, \( \frac{1}{2} \).Substitute \( \frac{1}{2} \) for \( m \), \( 6 \) for \( x_1 \), and \( 4 \) for \( y_1 \) in the point-slope form: \( y - y_1 = m(x - x_1) \).Simplify the equation \( y - 4 = \frac{1}{2}(x - 6) \). Be sure to distribute \( \frac{1}{2} \) to both terms inside the parentheses to get \( y - 4 =  \frac{1}{2}x - 3 \).The answer is \( y = \frac{1}{2}x + 1 \).",A,38af6ec7-4f13-4d04-a253-329c010b58aa,Alg1_1_14_3_SC
"Which equation represents an equation of a line perpendicular to the line \( y = \frac{1}{2} x - 3 \) that contains the point \( (6, 4) \)?",\( y = -2x + 16  \),\( y = -2x + 14 \),\( y = 2x - 8 \),\( y = -2x - 2  \),"That's correct! Check yourself:The slope of the perpendicular line is the opposite reciprocal of the slope of the original line, \( -2 \).Substitute \( -2 \) for \( m \), 6 for \( x_1 \), and 4 for \( y_1 \) in the point-slope form: \( y - y_1 = m(x - x_1) \).Simplify the equation \( y - 4 = -2 (x - 6) \) to get \( y - 4 = -2x + 12 \).","Incorrect. Let's try again a different way:The slope of the perpendicular line is the opposite reciprocal of the slope of the original line, \( -2 \). The point on the line is \( (6, 4) \). The first coordinate, 6, is the \( x \)-coordinate. The second coordinate, 4, is the \( y \)-coordinate.Substitute \( -2 \) for \( m \), 6 for \( x_1 \), and 4 for \( y_1 \) in the point-slope form: \( y - y_1 = m(x - x_1) \).Simplify the equation \( y - 4 = -2 (x - 6) \) to get \( y - 4 = -2x + 12 \). The answer is \( y = -2x + 16 \).","Incorrect. Let's try again a different way:The slope of the perpendicular line is the opposite reciprocal of the slope of the original line. Remember to change the sign. The original line has slope \( \frac{1}{2} \). The opposite reciprocal is \( -2 \).Substitute \( -2 \) for \( m \), 6 for \( x_1 \), and 4 for \( y_1 \) in the point-slope form: \( y - y_1 = m(x - x_1) \).Simplify the equation \( y - 4 = -2 (x - 6) \) to get \( y - 4 = -2x + 12 \). The answer is \( y = -2x + 16 \).","Incorrect. Let's try again a different way:The slope of the perpendicular line is the opposite reciprocal of the slope of the original line, \( -2 \).Substitute \( -2 \) for \( m \), 6 for \( x_1 \), and 4 for \( y_1 \) in the point-slope form: \( y - y_1 = m(x - x_1) \).Simplify the equation \( y - 4 = -2 (x - 6) \). Be sure to distribute \(-2\) to both terms inside the parentheses to get \( y - 4 = -2x + 12 \).The answer is \( y = -2x + 16 \).",A,3135dbd9-23ec-4d15-b0ab-d479e1a59be0,Alg1_1_14_4_SC
"Which is the equation that is perpendicular to the line \( x = 1 \) that contains the point \( (-5, 2) \).",\( y = 2  \),\( x = -5 \),\( y = 1 \),\( y = -2  \),That's correct! Check yourself:The given line is vertical and has undefined slope.The perpendicular line is horizontal and has slope 0. Every point on the perpendicular line has a \( y \)-coordinate of 2.,"Incorrect. Let's try again a different way:The line you chose is parallel, not perpendicular.The given line is vertical and has undefined slope.The perpendicular line is horizontal and has slope 0. Every point on the perpendicular line has a \( y \)-coordinate of 2.The answer is \( y = 2 \).","Incorrect. Let's try again a different way:The line you chose does not go through the point \( (-5, 2) \). The given line is vertical and has undefined slope.The perpendicular line is horizontal and has slope 0. Every point on the perpendicular line has a \( y \)-coordinate of 2.The answer is \( y = 2 \).","Incorrect. Let's try again a different way:The line you chose does not go through the point \( (-5, 2) \). The given line is vertical and has undefined slope.The perpendicular line is horizontal and has slope 0. Every point on the perpendicular line has a \( y \)-coordinate of 2.The answer is \( y = 2 \).",A,1c3eb95b-ba0a-40c7-8347-91dc8b86bf25,Alg1_1_14_5_SC
"The price, \( P \), that Eric pays for gas varies directly with the number of gallons, \( g \), he buys. It costs him $65 to buy 25 gallons of gas. Which equation expresses the price of any amount of gas, \( P \), in terms of the number of gallons, \( g \)?",\( P=\frac{13}{5}g \),\( P=25g \),\( P=\frac{65}{g} \),\( P=\frac{5}{13}g \),"That's correct! Check yourself:Use the direct variation equation, \( y=kx \).Substitute to find \( k \), \( 65=k(25) \).Now, \( k=\frac{65}{25}=\frac{13}{5} \).So, the equation is \( P=\frac{13}{5}g \).","Incorrect. This is the equation if each gallon was $25. Let's try again a different way:Use the direct variation equation, \( y=kx \).Substitute to find \( k \), \( 65=k(25) \).Now, \( k=\frac{65}{25}=\frac{13}{5} \).The answer is \( P=\frac{13}{5}g \).","Incorrect. This is the equation if Eric wants to find the cost per a certain number of gallons that is not known. Let's try again a different way:Use the direct variation equation, \( y=kx \).Substitute to find \( k \), \( 65=k(25) \).Now, \( k=\frac{65}{25}=\frac{13}{5} \).The answer is \( P=\frac{13}{5}g \).","Incorrect. Let's try again a different way:Make sure that you solve for \(k\) correctly.  Use the direct variation equation, \( y=kx \).Substitute to find \( k \), \( 65=k(25) \).Now, \( k=\frac{65}{25}=\frac{13}{5} \).The answer is \( P=\frac{13}{5}g \).",A,b4ff480c-10fd-41f0-b0fd-39e38d5387bd,Alg1_1_15_2_SC
"Sophia is making parts for a model ship. The number of parts, \( p \), she can make in a day varies directly with the number of hours, \( h \), she works. She can make 28 parts in 4 hours. How many parts would Sophia make in 9 hours?",63,16,79,252,"That's correct! Check yourself:The constant of variation is \( \frac{28}{4}=7 \).The equation is now \( p=7h \). After 9 hours, Sophia makes 63 parts.","Incorrect. Let's try again a different way: Remember to use multiplication in direct variation.The constant of variation is \( \frac{28}{4}=7 \).The equation is now \( p=7h \). After 9 hours, Sophia makes 63 parts.The answer is 63 parts.","Incorrect. Let's try again a different way: Recall how to use parentheses when multiplying.The constant of variation is \( \frac{28}{4}=7 \).The equation is now \( p=7h \). After 9 hours, Sophia makes 63 parts.The answer is 63 parts.","Incorrect. Let's try again a different way: Make sure to find the constant of variation before substituting into the equation.The constant of variation is \( \frac{28}{4}=7 \).The equation is now \( p=7h \). After 9 hours, Sophia makes 63 parts.The answer is 63 parts.",A,ac9d9800-1a0a-45e7-9133-3fddff456aed,Alg1_1_15_3_SC
"A school group bought 12 tickets to visit a history museum.Adult tickets are $5 each.Student tickets are $8 each.The school paid a total of $90. How many adult tickets, \(x\), and student tickets, \(y\), did the school buy?",5 student tickets and 10 adult tickets,9 student tickets and 3 adult tickets,10 student tickets and 2 adult tickets,11 student tickets and 1 adult ticket,"Incorrect. Let's try again in a different way: Does the number of tickets bought equal 12? \(5 + 10 = 15\), not 12. The answer is 10 student tickets and 2 adult tickets.","Incorrect. Let's try again in a different way: Does the total spent equal $90? \(9(8) + 3(5) = 87\), not 90. The answer is 10 student tickets and 2 adult tickets.",That's correct! Check yourself: 10 student tickets and 2 adult tickets totals 12 tickets and costs $90.,"Incorrect. Let's try again in a different way: Does the total spent equal $90? \(11(8) + 1(5) = 93\), not 90. The answer is 10 student tickets and 2 adult tickets.",C,5af15861-1531-4c29-aa05-161460d2e692,Alg1_2_1_2_SC
A streaming service offers two options for subscription plans. Option A charges $10.99 a month plus $2 per movie. Option B charges $5.99 a month plus $3 per movie. The table below describes this. Which of the following systems of equations represents the two options for one month?\(x\) (Number of movies0123Option A10.9912.9914.9916.99Option B5.998.9911.9914.99,\(y=10.99x+2\)\(y=5.99x +3\),\(y=2x -10.99\)\(y=3x-5.99\),\(y=3x +10.99\)\(y=2x+5.99\),\(y=2x +10.99\)\(y=3x+5.99\),Incorrect. Let's try again a different way: The slope and \(y\)-intercepts are switched. The answer is:\(y=2x +10.99\)\(y=3x+5.99\),Incorrect. Let's try again a different way: The price per movie gets added to the monthly rate. The answer is:\(y=2x +10.99\)\(y=3x+5.99\),Incorrect. Let's try again a different way: The price per movie gets added to the monthly rate. The answer is:\(y=2x +10.99\)\(y=3x+5.99\),"That's correct! Check yourself: Option A has an upfront cost of $10.99, the starting point or \(y\)-intercept, then a slope of $2 per movie. Option B has an upfront cost of $5.99, the starting point or \(y\)-intercept, then a slope of $3 per movie.",D,0af057c4-73c0-4006-930c-733302c593b0,Alg1_2_2_2_SC
Which of the following systems of equations is graphed:,\(y=-3x+4\)\(y=3x+8\),\(y=3x+4\)\(y=-3x+8\),\(y=4x-4\)\(y=8x+3\),\(y=3x+4\)\(y=3x+8\),That's correct! Check yourself: The green line has a \(y\)-intercept at 4 and a slope of -3. The purple line has a \(y\)-intercept of -8 and a slope of 3.,Incorrect. Let's try again a different way: The slopes are mixed up. The correct answer is:\(y=-3x+4\)\(y=3x+8\),"Incorrect. Let's try again a different way: In each equation, the slope and \(y\)-intercept need to switch. The correct answer is:\(y=-3x+4\)\(y=3x+8\)",Incorrect. Let's try again a different way: The green line is decreasing from left to right and has a negative slope. The correct answer is:\(y=-3x+4\)\(y=3x+8\),A,ff60ec6e-a827-4b43-a222-fb763e1ebd3c,Alg1_2_2_3_SC
Solve the following system of equations. Check to see if your solution makes each equation true.\(\left\{\begin{array}{l}3x\;+\;y\;=\;6\\x\;+\;2y\;=\;7\end{array}\right.\),"\( x = 3 \), \( y = 1 \)","\( x = -3 \), \( y = 5 \)","\( x = 3 \), \( y = -3 \)","\( x = 1 \), \( y = 3 \)",Incorrect. Let's try again in a different way: Did you switch the values for each variable? The answer is \(x = 1\) and \(y = 3\).,Incorrect. Let's try again in a different way: Do these values make the first equation true? The answer is \(x = 1\) and \(y = 3\).,Incorrect. Let's try again in a different way: Do these values make the second equation true? The answer is \(x = 1\) and \(y = 3\).,Correct! Check yourself: Substituting 1 for \(x\) and 3 for \(y\) makes each equation true.,D,8434f545-b617-4f83-a380-14f4c9cfeed1,Alg1_2_3_2_SC
Solve the systems of equations by substitution.\(\left\{\begin{array}{l}2x\;+\;y\;=\;-4\\\;3x\;-\;2y\;=\;-6\end{array}\right.\),\( x = -2 \)\( y = 0 \),\( x = 0 \)\( y = 3 \),\( x = -4 \)\( y = 0 \),\( x = -6 \)\( y = 6 \),Correct! Check yourself: Substituting \(-2\) for \( x \) and 0 for \( y \) makes each equation true.,Incorrect. Let's try again in a different way: Did you solve the first equation for \(y\)? Did you substitute \( -2x - 4 \) into the second equation for \(y\)? The answer is \( x = -2 \) and \( y = 0 \).,Incorrect. Let's try again in a different way: Did you solve the first equation for \(y\)? Did you substitute \( -2x - 4 \) into the second equation for \(y\)? The answer is \( x = -2 \) and \( y = 0 \).,Incorrect. Let's try again in a different way: Did you solve the first equation for \(y\)? Did you substitute \( -2x - 4 \) into the second equation for \(y\)? The answer is \( x = -2 \) and \( y = 0 \).,A,9d18a26f-5c9c-464f-b76d-f88d7ad0c027,Alg1_2_3_3_SC
Which of the following equations can be found by adding the equations in the system of equations shown?\(\left\{\begin{array}{l}3x\;+\;5y\;=\;–9\\–3x\;–\;7y\;=\;–21\end{array}\right.\),\( -2x = -30 \),\( 6x + 12y = 30 \),\( -6x = -30 \),\( -2y = -30 \),Incorrect. Let's try again a different way: Did you mistake the \( x \)- and \( y \)-values? The answer is \( -2y = -30 \).,Incorrect. Let's try again a different way: Check the signs of each value that you added. The answer is \( -2y = -30 \).,Incorrect. Let's try again a different way: Check the signs of each value that you added. The answer is \( -2y = -30 \).,Correct! Check yourself: The \( x \)-values cancel each other out.,D,6d7df77d-7a3f-4f9c-9b07-bca8ee5176df,Alg1_2_4_2_SC
Solve the system of equations using elimination. Check the solution by graphing.\(\begin{array}{rcl}&&\left\{\begin{array}{l}2x\;–\;4y\;=\;–26\\-3x\;+\;4y\;=\;29\end{array}\right.\end{array}\),"\((-8, 2.5)\)","\((-3, 5)\)","\((0, 6.25)\)","\((-13, 0)\)","Incorrect. Let's try again a different way: Is the ordered pair a solution for both equations? The answer is \((-3, 5)\).","That's correct! Check yourself: The ordered pair, \((-3, 5)\), is a solution to both equations in the system.","Incorrect. Let's try again a different way: Is the ordered pair a solution for both equations? The answer is \((-3, 5)\).","Incorrect. Let's try again a different way: Is the ordered pair a solution for both equations? The answer is \((-3, 5)\).",B,f4441e3d-ca35-4b20-9fdd-aaf5bc3b634b,Alg1_2_4_3_SC
"At a toy store, a family bought 3 toy cars, \(c\), and 2 teddy bears, \(b\), for
    $46. Later that month, another family bought 7 of the same toy cars, \(c\), and 2
    of the same teddy bears, \(b\), for $70. The system represents the situation:\(\left\{\begin{array}{l}3c+2b=46\\\;7c+2b=70\end{array}\right.\)Which statement must be true?",\( 10c+4b=116 \) represents the solutions of the system.,The solution of the system is a solution of \( 10c+4b=116 \).,The solution of the system is not a solution of \( 10c+4b=116 \).,\( 10c+4b=116 \) is the same line as one of the equations in the system.,"Incorrect. Let's try again a different way: The solution to the system is not a line. \(10c+4b=116\) has infinite solutions, and its graph is a line. The solution to the system is only one of the solutions of \( 10c+4b=116. \)",That's correct! Check yourself: \( 10c+4b=116 \) is the sum of the equations in the system.,"Incorrect. Let's try again a different way: \( 10c+4b=116 \) is the sum of the equations in the system. Since the solution makes each equation true, it also makes the sum of the equations true.","Incorrect. Let's try again a different way: \( 10c+4b=116 \) is the sum of the equations in the system. It is not the same as either line in the system. The
        solution of the system is a solution of \( 10c+4b=116 \).",B,72259164-6090-4207-a631-fe1e208cc41e,Alg1_2_5_2_SC
